maxPutTime,maxPutListTime + ,maxGetTime,maxGetListTime,maxDeleteTime,maxDeleteListTime,putRollingAverage,putListRollingAverage,getRollingAverage,getListRollingAverage,deleteRollingAverage,deleteListRollingAverage,putRollingMax,putListRollingMax,getRollingMax,getListRollingMax,deleteRollingMax,deleteListRollingMax,putPrimary,putFailover,putListPrimary,putListFailover,getPrimary,getFailover,getListPrimary,getListFailover,deletePrimary,deleteFailover,deleteListPrimary,deleteListFailover
127,0,0,0,0,0,127,0,0,0,0,0,127,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
127,0,0,0,0,0,7,0,0,0,0,0,11,0,0,0,0,0,100,1,0,0,0,0,0,0,0,0,0,0
127,0,0,0,0,0,7,0,0,0,0,0,22,0,0,0,0,0,200,1,0,0,0,0,0,0,0,0,0,0
127,0,0,0,0,0,10,0,0,0,0,0,34,0,0,0,0,0,287,14,0,0,0,0,0,0,0,0,0,0
127,0,0,0,0,0,11,0,0,0,0,0,31,0,0,0,0,0,372,29,0,0,0,0,0,0,0,0,0,0
127,0,0,0,0,0,13,0,0,0,0,0,29,0,0,0,0,0,438,63,0,0,0,0,0,0,0,0,0,0
127,0,0,0,0,0,6,0,0,0,0,0,11,0,0,0,0,0,537,64,0,0,0,0,0,0,0,0,0,0
127,0,0,0,0,0,16,0,0,0,0,0,29,0,0,0,0,0,593,108,0,0,0,0,0,0,0,0,0,0
226,0,0,0,0,0,28,0,0,0,0,0,226,0,0,0,0,0,593,208,0,0,0,0,0,0,0,0,0,0
226,0,0,0,0,0,26,0,0,0,0,0,93,0,0,0,0,0,593,308,0,0,0,0,0,0,0,0,0,0
226,0,0,0,0,0,26,0,0,0,0,0,95,0,0,0,0,0,593,408,0,0,0,0,0,0,0,0,0,0
226,0,0,0,0,0,25,0,0,0,0,0,32,0,0,0,0,0,593,508,0,0,0,0,0,0,0,0,0,0
226,0,0,0,0,0,25,0,0,0,0,0,28,0,0,0,0,0,593,608,0,0,0,0,0,0,0,0,0,0
226,0,0,0,0,0,27,0,0,0,0,0,196,0,0,0,0,0,593,708,0,0,0,0,0,0,0,0,0,0
438,0,0,0,0,0,30,0,0,0,0,0,438,0,0,0,0,0,593,808,0,0,0,0,0,0,0,0,0,0
438,0,0,0,0,0,6,0,0,0,0,0,26,0,0,0,0,0,678,823,0,0,0,0,0,0,0,0,0,0
438,0,0,0,0,0,9,0,0,0,0,0,27,0,0,0,0,0,763,838,0,0,0,0,0,0,0,0,0,0
438,0,0,0,0,0,6,0,0,0,0,0,26,0,0,0,0,0,859,842,0,0,0,0,0,0,0,0,0,0
438,0,0,0,0,0,6,0,0,0,0,0,25,0,0,0,0,0,956,845,0,0,0,0,0,0,0,0,0,0
438,0,0,0,0,0,5,0,0,0,0,0,13,0,0,0,0,0,1056,845,0,0,0,0,0,0,0,0,0,0
438,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,1156,845,0,0,0,0,0,0,0,0,0,0
438,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,1256,845,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,1352,849,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,6,0,0,0,0,0,25,0,0,0,0,0,1451,850,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,8,0,0,0,0,0,26,0,0,0,0,0,1539,862,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,6,0,0,0,0,0,27,0,0,0,0,0,1634,867,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,6,0,0,0,0,0,45,0,0,0,0,0,1733,868,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,7,0,0,0,0,0,26,0,0,0,0,0,1825,876,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,6,0,0,0,0,0,26,0,0,0,0,0,1923,878,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,5,0,0,0,0,0,26,0,0,0,0,0,2021,880,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,7,0,0,0,0,0,27,0,0,0,0,0,2112,889,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,6,0,0,0,0,0,26,0,0,0,0,0,2209,892,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,5,0,0,0,0,0,25,0,0,0,0,0,2308,893,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,9,0,0,0,0,0,221,0,0,0,0,0,2401,900,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,5,0,0,0,0,0,26,0,0,0,0,0,2499,902,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,5,0,0,0,0,0,27,0,0,0,0,0,2598,903,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,10,0,0,0,0,0,138,0,0,0,0,0,2683,918,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,5,0,0,0,0,0,25,0,0,0,0,0,2781,920,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,7,0,0,0,0,0,76,0,0,0,0,0,2877,924,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,7,0,0,0,0,0,63,0,0,0,0,0,2971,930,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,6,0,0,0,0,0,26,0,0,0,0,0,3068,933,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,6,0,0,0,0,0,32,0,0,0,0,0,3163,938,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,7,0,0,0,0,0,126,0,0,0,0,0,3260,941,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,5,0,0,0,0,0,23,0,0,0,0,0,3360,941,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,5,0,0,0,0,0,26,0,0,0,0,0,3458,943,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,11,0,0,0,0,0,106,0,0,0,0,0,3510,991,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,5,0,0,0,0,0,12,0,0,0,0,0,3510,1091,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,6,0,0,0,0,0,42,0,0,0,0,0,3510,1191,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,9,0,0,0,0,0,246,0,0,0,0,0,3510,1291,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,6,0,0,0,0,0,21,0,0,0,0,0,3510,1391,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,8,0,0,0,0,0,210,0,0,0,0,0,3510,1491,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,5,0,0,0,0,0,15,0,0,0,0,0,3510,1591,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,3510,1691,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,11,0,0,0,0,0,430,0,0,0,0,0,3510,1791,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,3510,1891,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,5,0,0,0,0,0,19,0,0,0,0,0,3510,1991,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,12,0,0,0,0,0,371,0,0,0,0,0,3510,2091,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,5,0,0,0,0,0,14,0,0,0,0,0,3510,2191,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,9,0,0,0,0,0,361,0,0,0,0,0,3510,2291,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,6,0,0,0,0,0,160,0,0,0,0,0,3510,2391,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,3510,2491,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,7,0,0,0,0,0,74,0,0,0,0,0,3510,2591,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,7,0,0,0,0,0,20,0,0,0,0,0,3510,2691,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,5,0,0,0,0,0,10,0,0,0,0,0,3510,2791,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,10,0,0,0,0,0,331,0,0,0,0,0,3510,2891,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,3510,2991,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,5,0,0,0,0,0,10,0,0,0,0,0,3510,3091,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,6,0,0,0,0,0,80,0,0,0,0,0,3510,3191,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,5,0,0,0,0,0,10,0,0,0,0,0,3510,3291,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,5,0,0,0,0,0,42,0,0,0,0,0,3510,3391,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,3510,3491,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,3510,3591,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,3510,3691,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,6,0,0,0,0,0,138,0,0,0,0,0,3510,3791,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,5,0,0,0,0,0,23,0,0,0,0,0,3510,3891,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,5,0,0,0,0,0,12,0,0,0,0,0,3510,3991,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,11,0,0,0,0,0,490,0,0,0,0,0,3510,4091,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,3510,4191,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,5,0,0,0,0,0,11,0,0,0,0,0,3510,4291,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,5,0,0,0,0,0,9,0,0,0,0,0,3510,4391,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,5,0,0,0,0,0,26,0,0,0,0,0,3510,4491,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,3510,4591,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,5,0,0,0,0,0,28,0,0,0,0,0,3510,4691,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,5,0,0,0,0,0,63,0,0,0,0,0,3510,4791,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,5,0,0,0,0,0,15,0,0,0,0,0,3510,4891,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,3510,4991,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,7,0,0,0,0,0,115,0,0,0,0,0,3510,5091,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,3510,5191,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,3510,5291,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,8,0,0,0,0,0,310,0,0,0,0,0,3510,5391,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,3511,5490,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,3511,5590,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,5,0,0,0,0,0,17,0,0,0,0,0,3531,5670,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,3608,5693,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,3708,5693,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,9,0,0,0,0,0,112,0,0,0,0,0,3799,5702,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,5,0,0,0,0,0,9,0,0,0,0,0,3899,5702,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,5,0,0,0,0,0,13,0,0,0,0,0,3999,5702,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,11,0,0,0,0,0,451,0,0,0,0,0,4095,5706,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,6,0,0,0,0,0,26,0,0,0,0,0,4194,5707,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,5,0,0,0,0,0,18,0,0,0,0,0,4294,5707,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,12,0,0,0,0,0,369,0,0,0,0,0,4382,5719,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,4482,5719,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,4582,5719,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,7,0,0,0,0,0,26,0,0,0,0,0,4672,5729,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,4772,5729,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,5,0,0,0,0,0,24,0,0,0,0,0,4872,5729,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,8,0,0,0,0,0,190,0,0,0,0,0,4969,5732,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,5,0,0,0,0,0,25,0,0,0,0,0,5068,5733,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,5,0,0,0,0,0,14,0,0,0,0,0,5168,5733,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,6,0,0,0,0,0,68,0,0,0,0,0,5268,5733,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,5,0,0,0,0,0,10,0,0,0,0,0,5368,5733,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,5,0,0,0,0,0,26,0,0,0,0,0,5466,5735,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,6,0,0,0,0,0,34,0,0,0,0,0,5564,5737,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,5,0,0,0,0,0,9,0,0,0,0,0,5664,5737,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,6,0,0,0,0,0,26,0,0,0,0,0,5758,5743,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,7,0,0,0,0,0,36,0,0,0,0,0,5850,5751,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,6,0,0,0,0,0,26,0,0,0,0,0,5942,5759,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,5,0,0,0,0,0,17,0,0,0,0,0,6042,5759,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,5,0,0,0,0,0,25,0,0,0,0,0,6141,5760,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,6,0,0,0,0,0,50,0,0,0,0,0,6239,5762,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,5,0,0,0,0,0,15,0,0,0,0,0,6339,5762,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,5,0,0,0,0,0,26,0,0,0,0,0,6437,5764,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,5,0,0,0,0,0,25,0,0,0,0,0,6535,5766,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,6,0,0,0,0,0,25,0,0,0,0,0,6629,5772,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,6729,5772,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,5,0,0,0,0,0,15,0,0,0,0,0,6829,5772,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,5,0,0,0,0,0,26,0,0,0,0,0,6927,5774,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,5,0,0,0,0,0,13,0,0,0,0,0,7027,5774,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,6,0,0,0,0,0,48,0,0,0,0,0,7124,5777,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,6,0,0,0,0,0,26,0,0,0,0,0,7220,5781,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,5,0,0,0,0,0,10,0,0,0,0,0,7316,5785,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,5,0,0,0,0,0,25,0,0,0,0,0,7414,5787,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,5,0,0,0,0,0,9,0,0,0,0,0,7514,5787,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,8,0,0,0,0,0,156,0,0,0,0,0,7606,5795,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,6,0,0,0,0,0,55,0,0,0,0,0,7704,5797,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,5,0,0,0,0,0,25,0,0,0,0,0,7801,5800,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,6,0,0,0,0,0,53,0,0,0,0,0,7898,5803,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,5,0,0,0,0,0,26,0,0,0,0,0,7997,5804,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,5,0,0,0,0,0,26,0,0,0,0,0,8095,5806,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,8,0,0,0,0,0,118,0,0,0,0,0,8184,5817,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,5,0,0,0,0,0,25,0,0,0,0,0,8284,5817,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,6,0,0,0,0,0,58,0,0,0,0,0,8382,5819,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,6,0,0,0,0,0,66,0,0,0,0,0,8479,5822,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,5,0,0,0,0,0,26,0,0,0,0,0,8576,5825,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,8676,5825,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,6,0,0,0,0,0,26,0,0,0,0,0,8772,5829,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,7,0,0,0,0,0,26,0,0,0,0,0,8862,5839,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,8960,5841,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,9060,5841,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,9160,5841,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,10,0,0,0,0,0,26,0,0,0,0,0,9232,5869,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,9332,5869,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,9428,5873,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,8,0,0,0,0,0,27,0,0,0,0,0,9511,5890,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,5,0,0,0,0,0,18,0,0,0,0,0,9611,5890,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,5,0,0,0,0,0,26,0,0,0,0,0,9706,5895,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,6,0,0,0,0,0,25,0,0,0,0,0,9801,5900,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,5,0,0,0,0,0,26,0,0,0,0,0,9900,5901,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,9,0,0,0,0,0,248,0,0,0,0,0,9987,5914,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,10087,5914,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,6,0,0,0,0,0,81,0,0,0,0,0,10184,5917,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,5,0,0,0,0,0,67,0,0,0,0,0,10284,5917,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,4,0,0,0,0,0,24,0,0,0,0,0,10384,5917,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,8,0,0,0,0,0,67,0,0,0,0,0,10470,5931,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,5,0,0,0,0,0,25,0,0,0,0,0,10559,5942,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,10659,5942,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,10759,5942,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,7,0,0,0,0,0,36,0,0,0,0,0,10850,5951,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,5,0,0,0,0,0,29,0,0,0,0,0,10950,5951,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,5,0,0,0,0,0,26,0,0,0,0,0,11048,5953,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,6,0,0,0,0,0,38,0,0,0,0,0,11141,5960,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,11241,5960,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,5,0,0,0,0,0,26,0,0,0,0,0,11337,5964,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,5,0,0,0,0,0,26,0,0,0,0,0,11435,5966,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,11534,5967,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,6,0,0,0,0,0,26,0,0,0,0,0,11624,5977,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,11724,5977,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,11824,5977,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,8,0,0,0,0,0,26,0,0,0,0,0,11908,5993,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,4,0,0,0,0,0,11,0,0,0,0,0,12008,5993,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,12108,5993,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,6,0,0,0,0,0,83,0,0,0,0,0,12203,5998,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,12297,6004,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,4,0,0,0,0,0,25,0,0,0,0,0,12397,6004,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,7,0,0,0,0,0,92,0,0,0,0,0,12490,6011,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,5,0,0,0,0,0,26,0,0,0,0,0,12588,6013,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,5,0,0,0,0,0,26,0,0,0,0,0,12686,6015,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,6,0,0,0,0,0,73,0,0,0,0,0,12780,6021,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,4,0,0,0,0,0,12,0,0,0,0,0,12880,6021,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,5,0,0,0,0,0,25,0,0,0,0,0,12978,6023,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,13078,6023,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,6,0,0,0,0,0,26,0,0,0,0,0,13167,6034,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,4,0,0,0,0,0,11,0,0,0,0,0,13267,6034,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,13367,6034,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,7,0,0,0,0,0,158,0,0,0,0,0,13463,6038,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,5,0,0,0,0,0,25,0,0,0,0,0,13560,6041,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,5,0,0,0,0,0,27,0,0,0,0,0,13656,6045,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,13756,6045,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,13856,6045,0,0,0,0,0,0,0,0,0,0
